Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
2452,Q6PP77,8,large transmembrane,80.6034,80.6241
2453,Q6PRD1,8,large transmembrane,42.6532,43.0846
2454,Q6PXP3,12,large transmembrane,87.6498,87.7216
2455,Q6Q4G3,1,single-pass transmembrane,88.011,88.4313
2456,Q6Q8B3,1,single-pass transmembrane,83.0924,83.4682
2457,Q6QAJ8,5,medium transmembrane,91.98,92.0405
2458,Q6QHC5,4,medium transmembrane,96.4293,96.6202
2459,Q6QNK2,7,GPCR transmembrane,72.6365,72.8637
2460,Q6RW13,4,medium transmembrane,80.4245,80.809
2461,Q6T423,12,large transmembrane,86.9079,87.0299
2462,Q6T4P5,6,medium transmembrane,58.8702,59.4868
2463,Q6TCH4,8,large transmembrane,91.102,91.523
2464,Q6TCH7,7,GPCR transmembrane,89.6773,89.5246
2465,Q6U736,7,GPCR transmembrane,83.6125,83.4799
2466,Q6U841,12,large transmembrane,71.323,71.5375
2467,Q6UE05,4,medium transmembrane,66.0665,66.877
2468,Q6UVK1,1,single-pass transmembrane,75.4495,76.0164
2469,Q6UVM3,6,medium transmembrane,75.8966,76.1792
2470,Q6UVW9,1,single-pass transmembrane,88.8295,88.8314
2471,Q6UVY6,1,single-pass transmembrane,89.18,89.6554
2472,Q6UW02,1,single-pass transmembrane,89.1458,89.4477
2473,Q6UW56,1,single-pass transmembrane,87.0504,87.3387
2474,Q6UW68,4,medium transmembrane,92.9129,92.9735
2475,Q6UW78,1,single-pass transmembrane,74.0403,74.2706
2476,Q6UW88,1,single-pass transmembrane,66.8016,67.0734
2477,Q6UWB1,1,single-pass transmembrane,78.989,79.0211
2478,Q6UWD8,1,single-pass transmembrane,58.9359,59.2031
2479,Q6UWF3,1,single-pass transmembrane,66.5834,66.6453
2480,Q6UWF5,2,medium transmembrane,43.0117,42.9908
2481,Q6UWF7,1,single-pass transmembrane,90.598,90.5827
2482,Q6UWH4,1,single-pass transmembrane,71.6522,72.5794
2483,Q6UWH6,5,medium transmembrane,82.325,82.5082
2484,Q6UWI2,1,single-pass transmembrane,52.1661,52.4548
2485,Q6UWI4,1,single-pass transmembrane,63.3704,63.259
2486,Q6UWJ1,13,large transmembrane,77.1841,76.9048
2487,Q6UWJ8,1,single-pass transmembrane,65.5925,65.6211
2488,Q6UWL6,1,single-pass transmembrane,74.7199,74.5608
2489,Q6UWM7,1,single-pass transmembrane,92.02,92.1968
2490,Q6UWM9,1,single-pass transmembrane,92.0492,91.926
2491,Q6UWN5,1,single-pass transmembrane,83.1982,83.9274
2492,Q6UWP7,2,medium transmembrane,89.365,89.5857
2493,Q6UWT2,1,single-pass transmembrane,74.8855,75.1078
2494,Q6UWU4,1,single-pass transmembrane,72.0078,71.7879
2495,Q6UWV2,1,single-pass transmembrane,80.7036,80.7712
2496,Q6UWV7,1,single-pass transmembrane,65.5189,65.5305
2497,Q6UWW9,1,single-pass transmembrane,63.7638,63.7248
2498,Q6UX01,9,large transmembrane,80.6247,80.472
2499,Q6UX15,1,single-pass transmembrane,69.0922,69.8585
2500,Q6UX27,1,single-pass transmembrane,76.3881,77.0795
2501,Q6UX34,1,single-pass transmembrane,65.6975,65.4911
2502,Q6UX40,4,medium transmembrane,94.3199,94.2968
2503,Q6UX41,1,single-pass transmembrane,86.3303,86.5942
2504,Q6UX65,6,medium transmembrane,91.5109,91.2347
2505,Q6UX68,8,large transmembrane,60.7895,61.9688
2506,Q6UX71,1,single-pass transmembrane,69.1875,69.415
2507,Q6UX98,4,medium transmembrane,89.7903,90.4275
2508,Q6UXB4,1,single-pass transmembrane,89.3807,89.0784
2509,Q6UXC1,1,single-pass transmembrane,78.8071,79.6355
2510,Q6UXD1,1,single-pass transmembrane,63.8242,62.7139
2511,Q6UXD5,1,single-pass transmembrane,72.0253,72.8397
2512,Q6UXD7,12,large transmembrane,74.3599,74.889
2513,Q6UXE8,1,single-pass transmembrane,88.7828,88.8444
2514,Q6UXF1,1,single-pass transmembrane,45.6838,46.1583
2515,Q6UXG2,1,single-pass transmembrane,76.7872,76.9399
2516,Q6UXG3,1,single-pass transmembrane,69.121,70.19
2517,Q6UXG8,1,single-pass transmembrane,84.0867,84.6344
2518,Q6UXK2,1,single-pass transmembrane,65.1778,65.7227
2519,Q6UXK5,1,single-pass transmembrane,82.7656,82.779
2520,Q6UXL0,1,single-pass transmembrane,83.9714,84.1608
2521,Q6UXM1,1,single-pass transmembrane,72.7433,73.1633
2522,Q6UXN7,1,single-pass transmembrane,80.5734,80.5129
2523,Q6UXN8,1,single-pass transmembrane,84.3913,84.6159
2524,Q6UXP3,2,medium transmembrane,56.3918,56.3821
2525,Q6UXU4,4,medium transmembrane,71.39,71.9884
2526,Q6UXU6,1,single-pass transmembrane,67.8524,67.7963
2527,Q6UXV0,1,single-pass transmembrane,76.9498,76.8403
2528,Q6UXV1,1,single-pass transmembrane,87.0245,87.2507
2529,Q6UXY8,10,large transmembrane,63.0851,63.8574
2530,Q6UXZ0,1,single-pass transmembrane,87.5884,87.4131
2531,Q6UXZ3,1,single-pass transmembrane,80.2353,80.6601
2532,Q6UXZ4,1,single-pass transmembrane,74.5848,74.9411
2533,Q6UY09,1,single-pass transmembrane,73.99,73.8911
2534,Q6UY11,1,single-pass transmembrane,73.9032,74.4971
2535,Q6UY18,1,single-pass transmembrane,85.5032,85.7409
2536,Q6V0L0,1,single-pass transmembrane,88.45,89.182
2537,Q6VVX0,1,single-pass transmembrane,96.1917,96.2173
2538,Q6W3E5,5,medium transmembrane,79.7465,80.2159
2539,Q6W5P4,7,GPCR transmembrane,81.2058,81.5604
2540,Q6XR72,6,medium transmembrane,67.7357,67.8877
2541,Q6XYQ8,1,single-pass transmembrane,73.0474,73.6602
2542,Q6Y1H2,6,medium transmembrane,77.2197,78.7546
2543,Q6Y2X3,2,medium transmembrane,60.1509,60.8327
2544,Q6YBV0,11,large transmembrane,81.6493,81.8159
2545,Q6YI46,7,GPCR transmembrane,66.2297,67.4776
2546,Q6ZMB0,1,single-pass transmembrane,86.4525,86.7252
2547,Q6ZMB5,7,GPCR transmembrane,71.4628,72.526
2548,Q6ZMC9,1,single-pass transmembrane,78.6002,78.5643
2549,Q6ZMD2,12,large transmembrane,84.4098,85.1658
2550,Q6ZMG9,7,GPCR transmembrane,86.7435,87.9754
2551,Q6ZMH5,8,large transmembrane,67.0049,66.9365
2552,Q6ZMI3,1,single-pass transmembrane,73.2544,74.8661
2553,Q6ZMJ2,1,single-pass transmembrane,74.3136,75.2365
2554,Q6ZMQ8,1,single-pass transmembrane,47.8935,49.1196
2555,Q6ZMR5,1,single-pass transmembrane,85.3795,85.3484
2556,Q6ZMZ0,2,medium transmembrane,57.7105,58.8092
2557,Q6ZMZ3,3,medium transmembrane,81.1244,81.346
2558,Q6ZN44,1,single-pass transmembrane,77.4884,78.2556
2559,Q6ZN68,9,large transmembrane,80.5757,80.7091
2560,Q6ZNA5,6,medium transmembrane,88.5803,88.7531
2561,Q6ZNB6,1,single-pass transmembrane,73.6647,74.2526
2562,Q6ZNB7,10,large transmembrane,94.1303,94.1639
2563,Q6ZNC8,11,large transmembrane,89.8472,89.7916
2564,Q6ZNR0,2,medium transmembrane,58.9783,58.7564
2565,Q6ZP29,7,GPCR transmembrane,81.2781,81.704
2566,Q6ZP80,4,medium transmembrane,87.8556,87.66
2567,Q6ZPD9,13,large transmembrane,88.6815,88.8301
2568,Q6ZQN7,12,large transmembrane,78.3534,78.4454
2569,Q6ZQQ2,1,single-pass transmembrane,39.2677,39.7112
2570,Q6ZRI8,1,single-pass transmembrane,68.5136,68.8872
2571,Q6ZRP7,1,single-pass transmembrane,79.1412,80.3568
2572,Q6ZRR5,7,GPCR transmembrane,95.0785,94.8907
2573,Q6ZS10,1,single-pass transmembrane,70.919,71.8064
2574,Q6ZS82,1,single-pass transmembrane,81.7635,82.6438
2575,Q6ZSA7,1,single-pass transmembrane,86.5627,86.8643
2576,Q6ZSJ9,1,single-pass transmembrane,56.0222,56.6333
2577,Q6ZSM3,12,large transmembrane,79.5748,79.3314
2578,Q6ZSS7,12,large transmembrane,65.8721,66.277
2579,Q6ZSY5,2,medium transmembrane,49.349,50.2599
2580,Q6ZT21,5,medium transmembrane,91.5819,91.7674
2581,Q6ZT89,6,medium transmembrane,74.9009,74.9663
2582,Q6ZTQ4,1,single-pass transmembrane,77.7267,78.1693
2583,Q6ZU69,1,single-pass transmembrane,41.4661,42.0785
2584,Q6ZUB0,4,medium transmembrane,45.4306,46.0862
2585,Q6ZUB1,3,medium transmembrane,38.4944,38.8511
2586,Q6ZUK4,8,large transmembrane,77.7095,78.2554
2587,Q6ZUX7,4,medium transmembrane,82.2251,82.4091
2588,Q6ZV29,1,single-pass transmembrane,71.421,71.639
2589,Q6ZVE7,4,medium transmembrane,76.1362,75.7489
2590,Q6ZVK1,4,medium transmembrane,88.9053,88.8905
2591,Q6ZVL6,1,single-pass transmembrane,44.2985,44.7473
2592,Q6ZVX9,8,large transmembrane,85.6615,86.6402
2593,Q6ZW05,12,large transmembrane,82.6398,82.5488
2594,Q6ZWK4,1,single-pass transmembrane,65.7491,65.9622
2595,Q6ZWK6,1,single-pass transmembrane,86.7334,86.614
2596,Q6ZWL3,1,single-pass transmembrane,91.0609,91.2869
2597,Q6ZWT7,11,large transmembrane,86.2109,86.3771
2598,Q6ZXV5,11,large transmembrane,88.2958,88.49
2599,Q70CQ3,2,medium transmembrane,76.5998,77.1002
2600,Q70HW3,6,medium transmembrane,86.4128,86.6265
2601,Q70SY1,2,medium transmembrane,55.0688,55.4996
2602,Q70UQ0,1,single-pass transmembrane,82.2944,83.0894
2603,Q70Z44,4,medium transmembrane,63.251,63.895
2604,Q71H61,1,single-pass transmembrane,56.1473,56.5369
2605,Q71RC9,2,medium transmembrane,77.3622,77.1337
2606,Q71RG4,3,medium transmembrane,62.1022,63.4066
2607,Q71RH2,7,GPCR transmembrane,89.2962,89.5828
2608,Q75T13,10,large transmembrane,88.6819,88.6986
2609,Q75V66,10,large transmembrane,82.191,82.4102
2610,Q76EJ3,10,large transmembrane,85.3709,86.1024
2611,Q76KP1,1,single-pass transmembrane,70.2007,71.2522
2612,Q76MJ5,1,single-pass transmembrane,71.3971,71.9283
2613,Q7KYR7,1,single-pass transmembrane,84.2292,84.7555
2614,Q7KZN9,8,large transmembrane,85.2394,85.108
2615,Q7L0J3,13,large transmembrane,77.216,77.5637
2616,Q7L0L9,2,medium transmembrane,51.0247,51.6317
2617,Q7L0X0,1,single-pass transmembrane,71.5599,72.3501
2618,Q7L1I2,12,large transmembrane,82.5687,82.4095
2619,Q7L1S5,1,single-pass transmembrane,77.4544,78.0769
2620,Q7L1W4,4,medium transmembrane,80.8769,81.602
2621,Q7L211,1,single-pass transmembrane,91.8646,91.915
2622,Q7L311,1,single-pass transmembrane,62.1307,64.3168
2623,Q7L4E1,4,medium transmembrane,67.8869,68.9629
2624,Q7L4S7,4,medium transmembrane,43.6131,43.4845
2625,Q7L5A8,4,medium transmembrane,85.9537,86.4334
2626,Q7L5L3,1,single-pass transmembrane,92.975,93.1324
2627,Q7L985,1,single-pass transmembrane,85.0345,85.2572
2628,Q7LBE3,14,large transmembrane,79.3322,79.3026
2629,Q7LFX5,1,single-pass transmembrane,79.7141,80.3531
2630,Q7LGC8,1,single-pass transmembrane,79.8432,80.5692
2631,Q7RTM1,12,large transmembrane,75.7806,76.6449
2632,Q7RTP0,10,large transmembrane,84.5152,85.0457
2633,Q7RTR8,7,GPCR transmembrane,81.6141,81.8096
2634,Q7RTS5,12,large transmembrane,76.3021,76.7132
2635,Q7RTS6,12,large transmembrane,78.3123,78.894
2636,Q7RTT9,11,large transmembrane,74.8393,75.2273
2637,Q7RTX0,7,GPCR transmembrane,87.1011,87.4286
2638,Q7RTX1,7,GPCR transmembrane,88.2418,88.1433
2639,Q7RTX9,12,large transmembrane,80.2961,80.3901
2640,Q7RTY0,12,large transmembrane,88.0775,88.0576
2641,Q7RTY1,12,large transmembrane,77.2358,76.5541
2642,Q7RTY8,1,single-pass transmembrane,81.1594,81.5172
2643,Q7Z2D5,6,medium transmembrane,55.9308,56.148
2644,Q7Z2H8,11,large transmembrane,84.7487,84.8084
2645,Q7Z2K6,9,large transmembrane,88.9113,89.4545
2646,Q7Z2Q7,1,single-pass transmembrane,73.7188,74.0543
2647,Q7Z2W7,6,medium transmembrane,80.0849,80.2424
2648,Q7Z388,13,large transmembrane,85.6836,85.8097
2649,Q7Z3B0,1,single-pass transmembrane,94.4226,94.1967
2650,Q7Z3C6,4,medium transmembrane,74.5823,75.6962
2651,Q7Z3D4,1,single-pass transmembrane,63.0398,63.0479
2652,Q7Z3F1,17,large transmembrane,73.1063,73.3568
2653,Q7Z3Q1,12,large transmembrane,86.827,86.772
2654,Q7Z3T1,7,GPCR transmembrane,77.4646,77.5045
2655,Q7Z402,10,large transmembrane,77.5309,77.7656
2656,Q7Z403,10,large transmembrane,72.2702,72.5529
2657,Q7Z404,10,large transmembrane,78.4404,78.7506
2658,Q7Z418,4,medium transmembrane,70.8772,71.1922
2659,Q7Z419,1,single-pass transmembrane,82.0394,82.3824
2660,Q7Z429,7,GPCR transmembrane,71.652,71.6119
2661,Q7Z434,1,single-pass transmembrane,55.2123,56.6306
2662,Q7Z442,11,large transmembrane,70.352,70.8239
2663,Q7Z443,11,large transmembrane,64.942,65.263
2664,Q7Z449,1,single-pass transmembrane,88.1882,88.5018
2665,Q7Z465,2,medium transmembrane,67.4549,68.6518
2666,Q7Z4F1,1,single-pass transmembrane,66.9984,67.7581
2667,Q7Z4L0,1,single-pass transmembrane,78.8947,78.5724
2668,Q7Z4N2,6,medium transmembrane,66.3767,66.8383
2669,Q7Z4T8,1,single-pass transmembrane,85.3444,85.4891
2670,Q7Z5B4,2,medium transmembrane,58.0056,58.6553
2671,Q7Z5H4,8,large transmembrane,63.8643,63.8364
2672,Q7Z5H5,7,GPCR transmembrane,78.5305,78.0849
2673,Q7Z5M5,10,large transmembrane,59.7269,59.7741
2674,Q7Z5N4,1,single-pass transmembrane,72.2483,72.872
2675,Q7Z5S9,10,large transmembrane,88.2154,88.3291
2676,Q7Z601,7,GPCR transmembrane,62.7165,62.7458
2677,Q7Z602,7,GPCR transmembrane,81.2731,81.3008
2678,Q7Z692,1,single-pass transmembrane,69.8798,70.5187
2679,Q7Z695,3,medium transmembrane,71.8795,72.9261
2680,Q7Z6A9,1,single-pass transmembrane,68.3367,68.6422
2681,Q7Z6J6,1,single-pass transmembrane,74.9815,75.9605
2682,Q7Z6L0,2,medium transmembrane,52.0191,52.1867
2683,Q7Z6M3,1,single-pass transmembrane,74.5263,74.572
2684,Q7Z6W1,2,medium transmembrane,60.6605,61.3227
2685,Q7Z769,10,large transmembrane,90.1625,90.0749
2686,Q7Z7B1,13,large transmembrane,87.1875,86.8717
2687,Q7Z7H5,1,single-pass transmembrane,84.9308,85.7537
2688,Q7Z7J7,4,medium transmembrane,82.7485,83.1763
2689,Q7Z7M1,7,GPCR transmembrane,72.1786,72.2677
2690,Q7Z7M9,1,single-pass transmembrane,68.4683,69.1838
2691,Q7Z7N9,3,medium transmembrane,86.1092,85.7231
2692,Q86SF2,1,single-pass transmembrane,87.6473,88.0069
2693,Q86SJ2,1,single-pass transmembrane,74.4723,75.298
2694,Q86SJ6,1,single-pass transmembrane,64.8626,65.48
2695,Q86SK9,4,medium transmembrane,89.14,90.2771
2696,Q86SM5,7,GPCR transmembrane,86.8399,87.1314
2697,Q86SM8,7,GPCR transmembrane,84.9442,84.963
2698,Q86SP6,7,GPCR transmembrane,53.544,53.6118
2699,Q86SQ3,7,GPCR transmembrane,74.9685,75.2807
2700,Q86SQ4,7,GPCR transmembrane,73.2726,73.496
2701,Q86SQ6,7,GPCR transmembrane,63.9796,64.7121
2702,Q86SR1,1,single-pass transmembrane,90.9048,91.4935
2703,Q86SS6,1,single-pass transmembrane,75.607,75.7537
2704,Q86SU0,1,single-pass transmembrane,59.0756,58.9639
2705,Q86T03,2,medium transmembrane,69.4035,70.5419
2706,Q86T13,1,single-pass transmembrane,68.7095,69.2071
2707,Q86T20,1,single-pass transmembrane,71.5763,71.2029
2708,Q86T26,1,single-pass transmembrane,91.346,91.5404
2709,Q86T96,1,single-pass transmembrane,57.0107,57.4588
2710,Q86TG1,5,medium transmembrane,89.9709,90.4618
2711,Q86TL2,5,medium transmembrane,68.7825,69.4554
2712,Q86TM6,7,GPCR transmembrane,71.8336,73.6553
2713,Q86TY3,1,single-pass transmembrane,44.1501,44.3863
2714,Q86U02,2,medium transmembrane,63.4581,63.5575
2715,Q86UB9,10,large transmembrane,86.8732,86.7202
2716,Q86UD3,2,medium transmembrane,70.8162,71.8502
2717,Q86UD5,14,large transmembrane,78.9265,78.5272
2718,Q86UE4,1,single-pass transmembrane,51.606,51.9566
2719,Q86UE6,1,single-pass transmembrane,78.7129,79.5612
2720,Q86UF1,4,medium transmembrane,89.4456,89.6665
2721,Q86UF2,2,medium transmembrane,68.7142,69.7084
2722,Q86UG4,12,large transmembrane,76.8253,76.7108
2723,Q86UK0,13,large transmembrane,67.9175,68.1765
2724,Q86UK5,7,GPCR transmembrane,72.8661,73.5194
2725,Q86UL3,1,single-pass transmembrane,85.8348,85.7584
2726,Q86UP0,1,single-pass transmembrane,75.8983,76.2493
2727,Q86UP2,2,medium transmembrane,71.1853,71.6345
2728,Q86UP6,1,single-pass transmembrane,79.2181,79.4466
2729,Q86UP9,4,medium transmembrane,88.149,88.3937
2730,Q86UQ5,1,single-pass transmembrane,55.2394,55.7204
2731,Q86UW1,7,GPCR transmembrane,82.8638,82.9458
2732,Q86UW2,1,single-pass transmembrane,67.2216,67.317
2733,Q86V24,7,GPCR transmembrane,82.3311,82.5373
2734,Q86V35,1,single-pass transmembrane,58.9514,59.0888
2735,Q86V85,7,GPCR transmembrane,81.32,81.2671
2736,Q86VB7,1,single-pass transmembrane,78.9749,79.0967
2737,Q86VD7,6,medium transmembrane,90.5259,90.74
2738,Q86VD9,11,large transmembrane,87.1302,87.6567
2739,Q86VE9,9,large transmembrane,77.3165,77.7203
2740,Q86VF5,2,medium transmembrane,92.5135,92.9276
2741,Q86VH4,1,single-pass transmembrane,73.6215,73.9865
2742,Q86VH5,1,single-pass transmembrane,74.028,74.5895
2743,Q86VI4,4,medium transmembrane,60.9727,61.6772
2744,Q86VL8,13,large transmembrane,81.9735,81.9647
2745,Q86VR2,5,medium transmembrane,60.9213,61.6021
2746,Q86VR7,1,single-pass transmembrane,69.8286,69.986
2747,Q86VR8,1,single-pass transmembrane,79.0839,79.8344
2748,Q86VW1,12,large transmembrane,84.8793,85.1252
2749,Q86VY9,2,medium transmembrane,52.5322,52.8169
2750,Q86VZ1,7,GPCR transmembrane,83.9213,84.0613
2751,Q86VZ4,1,single-pass transmembrane,67.8883,68.2951
2752,Q86VZ5,6,medium transmembrane,78.8595,79.359
2753,Q86W10,1,single-pass transmembrane,91.799,91.7935
2754,Q86W33,7,GPCR transmembrane,73.2232,74.1706
2755,Q86W47,2,medium transmembrane,87.7849,87.6737
2756,Q86W74,1,single-pass transmembrane,76.6978,76.5877
2757,Q86WA9,12,large transmembrane,87.1187,87.357
2758,Q86WB7,12,large transmembrane,85.3423,85.2954
2759,Q86WC4,1,single-pass transmembrane,73.6506,74.3758
2760,Q86WI0,3,medium transmembrane,89.5429,89.3263
2761,Q86WK6,1,single-pass transmembrane,78.4924,79.293
2762,Q86WK7,1,single-pass transmembrane,74.2538,74.6461
2763,Q86WK9,8,large transmembrane,89.6196,89.8047
2764,Q86WS5,1,single-pass transmembrane,81.6922,82.1592
2765,Q86WV6,4,medium transmembrane,83.5494,83.9525
2766,Q86X19,4,medium transmembrane,85.5777,86.0312
2767,Q86X29,1,single-pass transmembrane,57.2199,57.328
2768,Q86XE3,1,single-pass transmembrane,70.9141,72.0011
2769,Q86XJ0,4,medium transmembrane,79.0896,79.7606
2770,Q86XK7,1,single-pass transmembrane,76.4663,76.2511
2771,Q86XL3,1,single-pass transmembrane,64.3345,65.3876
2772,Q86XR5,1,single-pass transmembrane,63.5807,63.7229
2773,Q86XS8,2,medium transmembrane,74.9028,75.4717
2774,Q86XT9,2,medium transmembrane,67.6099,67.2247
2775,Q86Y07,1,single-pass transmembrane,77.5247,77.5621
2776,Q86Y22,1,single-pass transmembrane,60.1538,60.2852
2777,Q86Y34,7,GPCR transmembrane,79.6585,80.0391
2778,Q86Y38,1,single-pass transmembrane,81.7172,82.7625
2779,Q86Y39,4,medium transmembrane,90.0333,89.715
2780,Q86Y82,1,single-pass transmembrane,80.334,80.3915
2781,Q86YC3,1,single-pass transmembrane,83.4801,83.6002
2782,Q86YD3,1,single-pass transmembrane,63.2219,62.8877
2783,Q86YD5,1,single-pass transmembrane,60.9463,61.1747
2784,Q86YJ5,3,medium transmembrane,64.1227,65.3091
2785,Q86YL7,1,single-pass transmembrane,57.9486,58.1605
2786,Q86YN1,5,medium transmembrane,89.6259,90.1534
2787,Q86YT5,13,large transmembrane,85.644,85.5482
2788,Q86YT9,1,single-pass transmembrane,73.3706,73.477
2789,Q86YW5,1,single-pass transmembrane,69.545,70.2631
2790,Q86Z14,1,single-pass transmembrane,89.0578,89.3912
2791,Q8IU57,1,single-pass transmembrane,63.9919,64.4703
2792,Q8IU68,10,large transmembrane,75.8653,76.6899
2793,Q8IU80,1,single-pass transmembrane,85.2769,85.5412
2794,Q8IU89,7,GPCR transmembrane,87.5158,87.738
2795,Q8IU99,4,medium transmembrane,76.1807,76.5584
2796,Q8IUA7,12,large transmembrane,77.0705,77.0903
2797,Q8IUC8,1,single-pass transmembrane,91.9467,91.9794
2798,Q8IUH4,6,medium transmembrane,87.1652,87.3887
2799,Q8IUH5,6,medium transmembrane,87.4665,87.6073
2800,Q8IUH8,8,large transmembrane,66.9937,67.4446
2801,Q8IUK5,1,single-pass transmembrane,72.7751,73.4138
2802,Q8IUN9,1,single-pass transmembrane,79.8975,80.2095
2803,Q8IUR5,10,large transmembrane,87.524,88.0149
2804,Q8IUS5,2,medium transmembrane,93.1515,93.0942
2805,Q8IUW5,1,single-pass transmembrane,60.598,61.2097
2806,Q8IUX1,4,medium transmembrane,80.9309,81.5778
2807,Q8IUY3,1,single-pass transmembrane,63.0629,63.5925
2808,Q8IV01,1,single-pass transmembrane,73.5124,73.7397
2809,Q8IV08,1,single-pass transmembrane,91.0174,90.9731
2810,Q8IV31,2,medium transmembrane,64.5909,64.9052
2811,Q8IV45,1,single-pass transmembrane,79.7606,80.102
2812,Q8IV77,6,medium transmembrane,83.569,84.0842
2813,Q8IVB4,12,large transmembrane,73.3613,73.29
2814,Q8IVJ1,11,large transmembrane,77.8155,78.3533
2815,Q8IVJ8,1,single-pass transmembrane,39.6123,39.8709
2816,Q8IVM8,12,large transmembrane,85.5813,85.4765
2817,Q8IVQ6,4,medium transmembrane,88.6389,88.5599
2818,Q8IVU1,1,single-pass transmembrane,74.2911,74.883
2819,Q8IVV8,4,medium transmembrane,69.3198,69.9634
2820,Q8IVW8,12,large transmembrane,81.8554,83.2198
2821,Q8IVY1,1,single-pass transmembrane,65.0852,64.8522
2822,Q8IW00,1,single-pass transmembrane,74.3642,74.6849
2823,Q8IW52,1,single-pass transmembrane,68.169,68.6239
2824,Q8IW70,2,medium transmembrane,64.1151,66.1675
2825,Q8IW92,1,single-pass transmembrane,94.3293,94.2767
2826,Q8IWA5,10,large transmembrane,84.4704,84.6349
2827,Q8IWB1,1,single-pass transmembrane,78.496,79.3173
2828,Q8IWB4,5,medium transmembrane,38.2364,38.4373
2829,Q8IWB9,2,medium transmembrane,55.3413,56.4263
2830,Q8IWD5,12,large transmembrane,74.0339,74.173
2831,Q8IWK6,7,GPCR transmembrane,69.8259,70.4438
2832,Q8IWR1,2,medium transmembrane,84.9833,84.7441
2833,Q8IWT1,1,single-pass transmembrane,83.1003,84.0251
2834,Q8IWT6,5,medium transmembrane,85.0051,85.5267
2835,Q8IWU2,2,medium transmembrane,47.8373,48.482
2836,Q8IWU4,6,medium transmembrane,81.554,81.2001
2837,Q8IWV1,1,single-pass transmembrane,47.4694,47.7369
2838,Q8IWX5,9,large transmembrane,83.6031,84.2118
2839,Q8IX05,1,single-pass transmembrane,79.8143,80.3537
2840,Q8IX19,1,single-pass transmembrane,75.1611,75.6484
2841,Q8IX94,2,medium transmembrane,68.6214,69.5063
2842,Q8IXA5,1,single-pass transmembrane,81.0605,82.4117
2843,Q8IXB1,1,single-pass transmembrane,89.9044,89.9563
2844,Q8IXB3,1,single-pass transmembrane,54.7095,54.8872
2845,Q8IXE1,7,GPCR transmembrane,87.0956,87.0948
2846,Q8IXF9,7,GPCR transmembrane,80.531,80.6839
2847,Q8IXH8,1,single-pass transmembrane,72.8944,73.3689
2848,Q8IXI1,1,single-pass transmembrane,88.7211,89.082
2849,Q8IXI2,1,single-pass transmembrane,92.4708,92.4832
2850,Q8IXK2,1,single-pass transmembrane,93.311,93.6737
2851,Q8IXM6,6,medium transmembrane,89.2213,89.7266
2852,Q8IXU6,10,large transmembrane,82.171,82.7324
2853,Q8IY17,1,single-pass transmembrane,69.0111,69.7542
2854,Q8IY26,5,medium transmembrane,73.1018,74.0556
2855,Q8IY34,12,large transmembrane,82.2249,82.392
2856,Q8IY49,7,GPCR transmembrane,86.1973,86.4841
2857,Q8IY50,10,large transmembrane,74.9934,75.3504
2858,Q8IY95,4,medium transmembrane,77.2854,77.8204
2859,Q8IYJ0,1,single-pass transmembrane,54.2229,54.8979
2860,Q8IYL9,7,GPCR transmembrane,84.7279,84.6796
2861,Q8IYP9,5,medium transmembrane,78.7307,79.3481
2862,Q8IYR6,1,single-pass transmembrane,69.4172,69.7218
2863,Q8IYS0,2,medium transmembrane,67.7318,68.7324
2864,Q8IYS2,1,single-pass transmembrane,84.7191,85.5998
2865,Q8IYV9,1,single-pass transmembrane,81.1296,81.8919
2866,Q8IZ08,8,large transmembrane,66.3699,67.4652
2867,Q8IZ57,2,medium transmembrane,69.4028,69.0789
2868,Q8IZ96,4,medium transmembrane,67.0534,67.0174
2869,Q8IZA0,1,single-pass transmembrane,71.8067,71.9406
2870,Q8IZD6,12,large transmembrane,82.7705,82.7534
2871,Q8IZF0,24,large transmembrane,76.8997,77.2687
2872,Q8IZF2,7,GPCR transmembrane,74.2219,74.4462
2873,Q8IZF3,7,GPCR transmembrane,77.6447,77.8228
2874,Q8IZF4,7,GPCR transmembrane,82.2018,82.332
2875,Q8IZF5,7,GPCR transmembrane,73.4744,73.8364
2876,Q8IZF7,7,GPCR transmembrane,72.7391,72.7156
2877,Q8IZJ1,1,single-pass transmembrane,77.0215,77.9815
2878,Q8IZK6,6,medium transmembrane,82.1056,82.0795
2879,Q8IZM9,11,large transmembrane,84.4852,84.1745
2880,Q8IZN3,4,medium transmembrane,72.4439,73.5974
2881,Q8IZP7,1,single-pass transmembrane,80.7059,81.5451
2882,Q8IZP9,7,GPCR transmembrane,62.8462,63.5918
2883,Q8IZR5,4,medium transmembrane,73.2043,73.1499
2884,Q8IZS8,1,single-pass transmembrane,83.3152,83.663
2885,Q8IZT8,1,single-pass transmembrane,85.8403,86.3008
2886,Q8IZU8,2,medium transmembrane,85.7632,85.6431
2887,Q8IZU9,1,single-pass transmembrane,72.5408,72.3926
2888,Q8IZV2,4,medium transmembrane,77.4525,77.1425
2889,Q8IZV5,1,single-pass transmembrane,91.5424,91.5987
2890,Q8IZY2,14,large transmembrane,75.4009,75.8151
2891,Q8MH63,3,medium transmembrane,80.8881,81.5314
2892,Q8N0U2,2,medium transmembrane,59.5071,59.687
2893,Q8N0U8,4,medium transmembrane,91.0026,91.1335
2894,Q8N0V5,1,single-pass transmembrane,91.9704,91.8585
